Frequency_Hz,Reflection_Coefficient,Absorption_Coefficient,Attenuation_dB,Specific_Resistance_Ratio,Specific_Reactance_Ratio
988,0.2696745,0.921404848,11.3832,1.323598,-0.557237
992,0.2637768,0.924712702,11.57527,1.317967,-0.5414191
996,0.2545002,0.927944348,11.88624,1.317786,-0.5138783
1000,0.2557516,0.931098806,11.84363,1.328534,-0.5137937
1004,0.2464499,0.934175126,12.16543,1.325147,-0.4868704
1008,0.2379381,0.937172395,12.47072,1.32626,-0.4603486
1012,0.2392046,0.940089728,12.42461,1.344053,-0.4559804
1016,0.2352365,0.942926279,12.56991,1.349969,-0.4402657
1020,0.2320743,0.945681232,12.68746,1.331585,-0.4396016
1024,0.226478,0.94835381,12.89948,1.337747,-0.4186052
1028,0.2254803,0.950943269,12.93783,1.353851,-0.4060344
1032,0.2238625,0.953448902,13.00037,1.35454,-0.4001932
1036,0.2237315,0.955870039,13.00546,1.368891,-0.3904427
1040,0.2235197,0.958206045,13.01369,1.382318,-0.3802743
1044,0.2170646,0.960456325,13.26822,1.390678,-0.3498991
1048,0.2074238,0.962620321,13.66283,1.375953,-0.3257381
1052,0.2051643,0.964697512,13.75797,1.375956,-0.3170276
1056,0.1966359,0.966687418,14.12675,1.360038,-0.2986304
1060,0.1908523,0.968589595,14.38605,1.339127,-0.295765
1064,0.1939542,0.970403642,14.24602,1.368645,-0.2794546
1068,0.1922516,0.972129193,14.3226,1.38254,-0.2567227
1072,0.1942425,0.973765925,14.23311,1.390896,-0.2556283
1076,0.1870641,0.975313555,14.56019,1.373948,-0.2438249
1080,0.1808761,0.976771837,14.85238,1.366549,-0.2247737
1084,0.1810439,0.978140568,14.84432,1.376591,-0.2116055
1088,0.1800184,0.979419585,14.89366,1.381488,-0.1988511
1092,0.1790387,0.980608765,14.94106,1.381013,-0.1943343
1096,0.1808798,0.981708025,14.85219,1.394583,-0.181623
1100,0.1806135,0.982717324,14.865,1.399316,-0.1711541
1104,0.1730544,0.98363666,15.23635,1.381489,-0.1583207
1108,0.172822,0.984466072,15.24802,1.383129,-0.1534324
1112,0.1717276,0.98520564,15.3032,1.386905,-0.1373945
1116,0.1706652,0.985855483,15.35709,1.391411,-0.1173432
1120,0.1699966,0.986415762,15.3912,1.393708,-0.1043767
1124,0.1679274,0.986886677,15.49757,1.390011,-0.09608278
1128,0.1626065,0.987268468,15.77724,1.376895,-0.08677783
1132,0.1622426,0.987561415,15.7967,1.380755,-0.06585313
1136,0.1579687,0.987765836,16.02857,1.371786,-0.04697117
1140,0.1589716,0.987882091,15.97361,1.375734,-0.03872699
1144,0.1697314,0.987910576,15.40476,1.407648,-0.0290735
1148,0.1686797,0.987851727,15.45875,1.405407,-0.01675118
1152,0.1642179,0.987706017,15.69159,1.392944,0.004031637
1156,0.1621168,0.987473959,15.80344,1.386887,0.007337953
1160,0.1592595,0.987156101,15.9579,1.378169,0.02117076
1164,0.1566614,0.98675303,16.10076,1.369051,0.03980685
1168,0.154574,0.986265366,16.21727,1.360594,0.0564853
1172,0.1595737,0.98569377,15.94077,1.371566,0.0727311
1176,0.1646901,0.985038934,15.66665,1.385786,0.07553957
1180,0.1624688,0.984301587,15.7846,1.376968,0.08499073
1184,0.1523491,0.983482492,16.34321,1.342587,0.1012086
1188,0.1634679,0.982582446,15.73135,1.370122,0.1160993
1192,0.1659859,0.981602279,15.59857,1.368655,0.1385644
1196,0.1646129,0.980542853,15.67072,1.356045,0.1559078
1200,0.160999,0.979405061,15.86353,1.342967,0.1591278
1204,0.1633263,0.978189829,15.73888,1.338252,0.1797021
1208,0.1678997,0.976898113,15.499,1.348007,0.1878918
1212,0.1730133,0.975530898,15.23841,1.356781,0.2004329
1216,0.1735163,0.974089198,15.21319,1.347731,0.2154788
1220,0.1779046,0.972574056,14.99625,1.356223,0.2245332
1224,0.1843317,0.97098654,14.688,1.35637,0.2526509
1228,0.1790143,0.969327748,14.94224,1.325208,0.2640738
1232,0.1838769,0.967598802,14.70945,1.339345,0.268925
1236,0.184262,0.965800848,14.69129,1.325207,0.2837994
1240,0.1876033,0.963935058,14.53519,1.317346,0.3025107
1244,0.1917895,0.962002625,14.3435,1.315375,0.3185342
1248,0.195001,0.960004767,14.19926,1.304463,0.3369808
1252,0.1949239,0.957942722,14.2027,1.288876,0.346659
1256,0.1962801,0.955817747,14.14247,1.281531,0.3551644
1260,0.2045037,0.953631122,13.78597,1.301008,0.369507
1264,0.2153777,0.951384142,13.33599,1.306955,0.4001011
1268,0.2211372,0.949078123,13.10676,1.304422,0.4190462
1272,0.2187157,0.946714395,13.2024,1.295459,0.4159793
1276,0.2233421,0.944294307,13.02059,1.294516,0.4302455
1280,0.2295839,0.941819219,12.78117,1.276026,0.4558617
1284,0.2347263,0.939290509,12.58877,1.279176,0.4694792
1288,0.237257,0.936709564,12.49562,1.266861,0.4806775
1292,0.2455309,0.934077787,12.19788,1.252889,0.507497
1296,0.2525398,0.931396589,11.9534,1.250569,0.5272328
1300,0.2552167,0.928667391,11.86182,1.256628,0.5332525
1304,0.2569429,0.925891625,11.80327,1.256656,0.5379975
1308,0.2655946,0.92307073,11.51562,1.23898,0.564813
1312,0.2672187,0.920206152,11.46266,1.235518,0.569702
1316,0.2718763,0.917299344,11.31257,1.235638,0.582213
1320,0.2758179,0.914351761,11.18755,1.234565,0.5929531
1324,0.285174,0.911364867,10.8978,1.222998,0.6191343
1328,0.2924955,0.908340126,10.67762,1.231584,0.6381741
1332,0.2950531,0.905279004,10.602,1.21769,0.6458144
1336,0.3016175,0.902182969,10.41087,1.204184,0.6635929
1340,0.3109229,0.899053491,10.14695,1.212287,0.6883928
1344,0.3169297,0.895892035,9.980742,1.205046,0.7043992
1348,0.3114673,0.89270007,10.13175,1.201762,0.6897348
1352,0.3195179,0.889479057,9.910097,1.216402,0.7116089
1356,0.3283702,0.886230457,9.672725,1.205072,0.7352007
1360,0.3363619,0.882955726,9.463864,1.196184,0.7562501
1364,0.3385439,0.879656313,9.4077,1.195174,0.7620761
1368,0.3476593,0.876333664,9.176922,1.199363,0.787292
1372,0.3509796,0.872989214,9.094363,1.203685,0.7968392
1376,0.3525594,0.869624394,9.055355,1.196786,0.8004797
1380,0.3613682,0.866240623,8.841002,1.192754,0.8242929
1384,0.3652301,0.862839312,8.748669,1.203145,0.8363681
1388,0.3685317,0.859421861,8.670503,1.223428,0.8480436
1392,0.3730997,0.85598966,8.563503,1.19116,0.8567201
1396,0.3746618,0.852544084,8.527212,1.190243,0.8609541
1400,0.382424,0.849086499,8.349098,1.189075,0.882614
1404,0.3925834,0.845618254,8.121361,1.180035,0.9097319
1408,0.3975413,0.842140686,8.012355,1.185396,0.9250084
1412,0.3969948,0.838655115,8.024303,1.174987,0.9212488
1416,0.4043594,0.835162846,7.864649,1.17929,0.9433461
1420,0.4069298,0.831665169,7.809611,1.163637,0.947068
1424,0.4108428,0.828163355,7.726488,1.180408,0.9624268
1428,0.4156457,0.824658658,7.625535,1.182311,0.9769456
1432,0.4213756,0.821152313,7.506612,1.163784,0.9890267
1436,0.428492,0.817645537,7.361145,1.145582,1.00467
1440,0.4303669,0.814139525,7.323223,1.178733,1.019729
1444,0.4356945,0.810635456,7.216358,1.168666,1.032891
1448,0.4407884,0.807134484,7.115397,1.160743,1.045852
1452,0.4426666,0.803637744,7.078465,1.145153,1.046551
1456,0.4442744,0.800146349,7.046975,1.149057,1.052655
1460,0.4492173,0.79666139,6.950871,1.141719,1.06512
1464,0.455134,0.793183934,6.837215,1.140643,1.082715
1468,0.4565672,0.789715027,6.809906,1.145542,1.088821
1472,0.4598794,0.786255689,6.747121,1.150757,1.100847
1476,0.459692,0.782806918,6.75066,1.150182,1.100067
1480,0.4634496,0.779369688,6.67995,1.144605,1.109711
1484,0.4668674,0.775944945,6.61613,1.134332,1.116503
1488,0.4688194,0.772533615,6.579888,1.140833,1.125032
1492,0.4728307,0.769136595,6.505886,1.154917,1.142895
1496,0.4751344,0.765754758,6.46367,1.156366,1.150751
1500,0.4796768,0.762388951,6.381025,1.129363,1.154694
1504,0.4838571,0.759039996,6.305656,1.127293,1.167123
1508,0.4859377,0.755708686,6.268387,1.129544,1.174706
1512,0.485096,0.75239579,6.283446,1.138506,1.175688
1516,0.4857815,0.749102051,6.271181,1.131159,1.174876
1520,0.4941756,0.745828183,6.122373,1.115793,1.195292
1524,0.5001851,0.742574876,6.017385,1.105933,1.210294
1528,0.505124,0.73934279,5.932039,1.10963,1.228173
1532,0.5070606,0.73613256,5.898802,1.111539,1.235456
1536,0.5034468,0.732944794,5.960929,1.117728,1.226402
1540,0.5100717,0.729780073,5.847375,1.092318,1.236127
1544,0.5149782,0.72663895,5.764223,1.085861,1.249104
1548,0.5174702,0.723521953,5.722293,1.087857,1.258413
1552,0.5156971,0.72042958,5.752106,1.098223,1.257723
1556,0.5231674,0.717362304,5.627186,1.081886,1.274412
1560,0.5237329,0.714320572,5.617803,1.090487,1.280823
1564,0.5271724,0.711304803,5.560946,1.094228,1.294475
1568,0.5313964,0.70831539,5.491627,1.087623,1.305465
1572,0.5377191,0.705352698,5.38889,1.058869,1.311227
1576,0.5406103,0.702417068,5.342314,1.05935,1.321477
1580,0.5485237,0.699508813,5.216092,1.045553,1.340823
1584,0.5501879,0.696628221,5.189779,1.037521,1.34172
1588,0.5509668,0.693775555,5.177491,1.039489,1.345668
1592,0.5484722,0.69095105,5.216908,1.046016,1.340925
1596,0.5510175,0.688154919,5.176693,1.063076,1.360154
1600,0.5564041,0.685387348,5.092195,1.051014,1.372049
1604,0.5633666,0.682648498,4.984178,1.017375,1.375429
1608,0.5652364,0.679938507,4.955397,1.013516,1.379552
1612,0.566946,0.677257487,4.929165,1.028595,1.395741
1616,0.572485,0.674605529,4.844718,1.016183,1.40761
1620,0.5749107,0.671982697,4.807992,1.020522,1.419476
1624,0.5754861,0.669389035,4.799304,1.019349,1.420799
1628,0.5779215,0.666824563,4.762624,1.010393,1.423617
1632,0.5834021,0.664289279,4.68064,1.006148,1.441023
1636,0.5843579,0.661783157,4.666421,1.018058,1.453032
1640,0.5800584,0.659306153,4.730566,1.040457,1.45216
1644,0.58808,0.656858199,4.611272,1.014417,1.464573
1648,0.5910009,0.654439208,4.568237,1.01067,1.473042
1652,0.5941777,0.652049071,4.521673,1.006416,1.482159
1656,0.6005938,0.64968766,4.428383,0.9871596,1.49259
1660,0.6015901,0.647354828,4.413987,0.9873405,1.496607
1664,0.6031046,0.645050408,4.392148,0.990582,1.505014
1668,0.6060171,0.642774216,4.350304,0.990109,1.516119
1672,0.6085469,0.640526048,4.314118,0.9820621,1.519871
1676,0.6087669,0.638305685,4.310979,0.9853777,1.523344
1680,0.6094481,0.636112888,4.301265,0.9958797,1.534231
1684,0.611437,0.633947403,4.272966,0.9897085,1.537405
1688,0.6149438,0.63180896,4.223291,0.9872896,1.549645
1692,0.6168117,0.629697273,4.196948,0.9941528,1.562681
1696,0.6202291,0.627612042,4.148956,0.9825174,1.567387
1700,0.6226857,0.62555295,4.114622,0.9765245,1.572618
1704,0.6226626,0.623519668,4.114944,0.9789795,1.574533
1708,0.624387,0.621511853,4.090924,0.9764299,1.579577
1712,0.6270036,0.619529149,4.0546,0.9608213,1.577396
1716,0.631439,0.617571187,3.993373,0.9654359,1.599859
1720,0.6351405,0.615637586,3.942603,0.9660776,1.616106
1724,0.6336484,0.613727955,3.963033,0.978586,1.62036
1728,0.6360863,0.61184189,3.929678,0.9612706,1.616002
1732,0.6410958,0.609978978,3.861542,0.9551485,1.632181
1736,0.6375636,0.608138795,3.90953,0.9843886,1.64211
1740,0.6421473,0.606320908,3.847307,0.969062,1.648944
1744,0.6473706,0.604524876,3.77694,0.9595996,1.663586
1748,0.6519657,0.602750249,3.715505,0.9491777,1.674623
1752,0.6524205,0.600996568,3.709448,0.9509732,1.678298
1756,0.6533027,0.59926337,3.697711,0.9492923,1.68072
1760,0.6519051,0.597550181,3.716312,0.9794003,1.701458
1764,0.6524005,0.595856523,3.709714,0.9889257,1.712063
1768,0.6636692,0.594181912,3.560967,0.9502683,1.729053
1772,0.6584508,0.592525859,3.629533,0.9626618,1.716365
1776,0.6566137,0.590887869,3.653801,0.9837584,1.726883
1780,0.6608411,0.589267443,3.598059,0.9727796,1.736662
1784,0.6637177,0.58766408,3.560331,0.9661964,1.744105
1788,0.6632132,0.586077273,3.566937,0.960173,1.73617
1792,0.6598959,0.584506514,3.610492,0.9816549,1.740261
1796,0.6624305,0.582951291,3.577194,0.9824504,1.752873
1800,0.6611267,0.581411092,3.594306,0.9956405,1.758509
1804,0.6654894,0.579885401,3.537178,0.9914178,1.775491
1808,0.6652054,0.578373702,3.540885,0.9927678,1.775346
1812,0.6662449,0.57687548,3.527322,0.9972971,1.7844
1816,0.6599533,0.575390218,3.609736,1.016885,1.771504
1820,0.6551259,0.573917399,3.673505,1.048311,1.774979
1824,0.6554127,0.572456507,3.669703,1.038961,1.768628
1828,0.6560745,0.571007029,3.660938,1.037331,1.770407
1832,0.6620542,0.56956845,3.582129,1.018186,1.782659
1836,0.6627086,0.568140259,3.573547,1.017205,1.78495
1840,0.6594865,0.566721948,3.615882,1.0357,1.785304
1844,0.6500252,0.565313008,3.741396,1.06414,1.763636
1848,0.653465,0.563912938,3.695553,1.063296,1.779237
1852,0.6549791,0.562521236,3.675452,1.050052,1.775707
1856,0.6595555,0.561137405,3.614974,1.033931,1.784142
1860,0.6629218,0.559760954,3.570754,1.027337,1.794721
1864,0.6601447,0.558391394,3.607217,1.042212,1.793936
1868,0.6571503,0.55702824,3.646706,1.044975,1.781872
1872,0.6649266,0.555671016,3.544526,1.033427,1.809681
1876,0.6587059,0.554319246,3.626169,1.063358,1.80445
1880,0.6574579,0.552972463,3.64264,1.048909,1.786594
1884,0.6642159,0.551630205,3.553814,1.021512,1.795953
1888,0.664979,0.550292017,3.543841,1.047462,1.821878
1892,0.6637875,0.548957448,3.559418,1.046114,1.814899
1896,0.6656626,0.547626056,3.534916,1.041687,1.820342
1900,0.6622891,0.546297405,3.579048,1.049206,1.810181
1904,0.6622397,0.544971066,3.579696,1.046287,1.807495
1908,0.6636389,0.543646616,3.561362,1.049531,1.817045
1912,0.6591084,0.542323643,3.620863,1.059907,1.803581
1916,0.6639123,0.54100174,3.557786,1.064641,1.830966
1920,0.6674008,0.539680508,3.512265,1.063328,1.847203
1924,0.6667252,0.538359557,3.521063,1.050011,1.832647
1928,0.6635605,0.537038505,3.562389,1.061473,1.826612
1932,0.6614926,0.535716979,3.5895,1.086045,1.836409
1936,0.6643767,0.534394614,3.551712,1.090536,1.854366
1940,0.6665695,0.533071053,3.523092,1.071985,1.850235
1944,0.6692987,0.53174595,3.487601,1.046628,1.842563
1948,0.6690684,0.530418966,3.49059,1.036012,1.832284
1952,0.6675022,0.529089771,3.510946,1.050714,1.837096
1956,0.6631956,0.527758047,3.567167,1.051411,1.81645
1960,0.6710948,0.526423483,3.464322,1.025181,1.832894
1964,0.669243,0.525085777,3.488323,1.037565,1.834494
1968,0.6624558,0.523744638,3.576862,1.073914,1.831377
1972,0.6661478,0.522399785,3.528588,1.070219,1.84667
1976,0.6706756,0.521050944,3.46975,1.05716,1.858444
1980,0.676847,0.519697854,3.390189,1.029951,1.866045
1984,0.679218,0.518340261,3.359816,1.049402,1.895414
1988,0.675297,0.516977923,3.410103,1.061929,1.886034
1992,0.6735982,0.515610606,3.431982,1.055902,1.872179
1996,0.6755182,0.514238088,3.407259,1.057899,1.883711
2000,0.6799451,0.512860153,3.350524,1.035921,1.887246
2004,0.6781545,0.5114766,3.373428,1.044409,1.885531
2008,0.6838266,0.510087233,3.301081,1.054131,1.923712
2012,0.6824001,0.50869187,3.319219,1.065827,1.926434
2016,0.6798999,0.507290337,3.3511,1.066876,1.914178
2020,0.6826223,0.505882468,3.316391,1.05494,1.918071
2024,0.6896577,0.50446811,3.227328,1.034506,1.937053
2028,0.6903887,0.503047118,3.218126,1.031812,1.938491
2032,0.6917484,0.501619357,3.201036,1.031847,1.94584
2036,0.690244,0.500184703,3.219948,1.039568,1.944843
2040,0.6932713,0.498743038,3.181935,1.05025,1.971052
2044,0.702511,0.497294257,3.066938,1.009551,1.983636
2048,0.7054924,0.495838264,3.030153,1.007953,1.998784
2052,0.702825,0.494374972,3.063057,1.020224,1.995774
2056,0.7058667,0.492904301,3.025546,1.019209,2.011963
2060,0.7100044,0.491426185,2.974778,1.011555,2.028077
2064,0.7127812,0.489940563,2.940876,1.017161,2.049786
2068,0.7143811,0.488447385,2.921401,1.014722,2.05672
2072,0.715122,0.48694661,2.912397,1.014752,2.061114
2076,0.7168403,0.485438204,2.891552,1.015699,2.072248
2080,0.7184308,0.483922145,2.872302,1.020173,2.086281
2084,0.7202451,0.482398417,2.850393,1.0257,2.10283
2088,0.7251738,0.480867013,2.791158,1.003705,2.110225
2092,0.7292963,0.479327936,2.74192,0.9965439,2.128139
2096,0.7311602,0.477781195,2.719749,0.9921738,2.135099
2100,0.7308615,0.476226808,2.723298,1.000829,2.142525
2104,0.7311143,0.474664801,2.720295,1.005188,2.148775
2108,0.7317207,0.473095209,2.713093,1.012017,2.159881
2112,0.7341068,0.471518074,2.684815,1.009637,2.172582
2116,0.7371461,0.469933444,2.648929,1.005894,2.188179
2120,0.7381193,0.468341377,2.637469,1.005381,2.193962
2124,0.7391165,0.466741937,2.625742,1.01041,2.205969
2128,0.7383558,0.465135195,2.634686,1.033093,2.22532
2132,0.7432155,0.46352123,2.577705,1.021429,2.245273
2136,0.7436604,0.461900126,2.572506,1.024692,2.251834
2140,0.7460925,0.460271976,2.544147,1.017588,2.260602
2144,0.746343,0.458636878,2.541231,1.031062,2.277102
2148,0.7466135,0.456994937,2.538084,1.032814,2.280877
2152,0.747855,0.455346264,2.523652,1.039865,2.297167
2156,0.7489583,0.453690975,2.510848,1.041121,2.30625
2160,0.7508129,0.452029195,2.489366,1.051031,2.330143
2164,0.7509543,0.450361051,2.487731,1.050412,2.330477
2168,0.7547728,0.448686678,2.443675,1.040834,2.347343
2172,0.7553513,0.447006215,2.437021,1.036892,2.347138
2176,0.7567582,0.445319807,2.420858,1.047395,2.369084
2180,0.7595033,0.443627604,2.389406,1.050028,2.3923
2184,0.75564,0.441929762,2.433701,1.070096,2.385812
2188,0.7593298,0.440226438,2.391391,1.050021,2.391
2192,0.7605256,0.438517799,2.377723,1.064469,2.416045
2196,0.7642836,0.43680401,2.334909,1.048117,2.42619
2200,0.7685025,0.435085247,2.287094,1.040987,2.450537
2204,0.7652581,0.433361684,2.323841,1.070811,2.45932
