Frequency_Hz,Reflection_Coefficient,Absorption_Coefficient,Attenuation_dB,Specific_Resistance_Ratio,Specific_Reactance_Ratio
1216,0.1709012,0.974973083,15.3451,1.338547,0.2155726
1220,0.1756059,0.973474461,15.10922,1.352607,0.2186801
1224,0.1813088,0.971902915,14.83163,1.346505,0.2510102
1228,0.1768226,0.970259519,15.04925,1.31614,0.2645205
1232,0.1825773,0.968545371,14.77106,1.335063,0.2681151
1236,0.1818374,0.966761596,14.80634,1.317286,0.2819762
1240,0.1845221,0.964909341,14.67903,1.307115,0.2999602
1244,0.1902122,0.96298978,14.41523,1.314058,0.3141342
1248,0.1922375,0.961004107,14.32324,1.295534,0.3339395
1252,0.1925139,0.95895354,14.31075,1.289542,0.3386636
1256,0.1959324,0.956839316,14.15788,1.282623,0.3534747
1260,0.2050924,0.954662694,13.761,1.302866,0.3702799
1264,0.2141513,0.952424952,13.38559,1.296941,0.4014677
1268,0.219905,0.950127385,13.1553,1.303613,0.4156854
1272,0.2177401,0.947771308,13.24123,1.289482,0.4158274
1276,0.2216751,0.94535805,13.08566,1.288903,0.4277546
1280,0.229032,0.942888956,12.80208,1.267666,0.4572359
1284,0.2329239,0.940365388,12.65572,1.26947,0.4676354
1288,0.2359312,0.937788718,12.54429,1.261223,0.4786769
1292,0.243948,0.935160334,12.25405,1.249224,0.504056
1296,0.2512982,0.932481635,11.99621,1.256936,0.522391
1300,0.2555814,0.929754028,11.84941,1.252419,0.5351597
1304,0.254967,0.926978935,11.87032,1.246902,0.5346196
1308,0.2628786,0.924157782,11.6049,1.224493,0.559647
1312,0.2670588,0.921292005,11.46786,1.229823,0.5700627
1316,0.2696606,0.918383049,11.38365,1.242244,0.5753095
1320,0.2733198,0.91543236,11.26658,1.231943,0.5865542
1324,0.2811473,0.912441395,11.02132,1.217334,0.6088442
1328,0.2916746,0.90941161,10.70203,1.223482,0.6364872
1332,0.2939183,0.906344466,10.63547,1.206609,0.6431825
1336,0.3005985,0.903241428,10.44026,1.203629,0.6608984
1340,0.3092171,0.900103959,10.19473,1.208236,0.6838101
1344,0.3167012,0.896933525,9.987005,1.196042,0.7035
1348,0.3131545,0.893731589,10.08482,1.194946,0.6940417
1352,0.3201795,0.890499614,9.892132,1.214582,0.713369
1356,0.3268216,0.88723906,9.713785,1.204697,0.7309971
1360,0.3349805,0.883951384,9.499611,1.202906,0.75299
1364,0.3370486,0.880638037,9.44615,1.185371,0.7571731
1368,0.3466327,0.877300467,9.20261,1.203074,0.7848195
1372,0.3497344,0.873940115,9.125233,1.206231,0.7936431
1376,0.3516751,0.870558414,9.077168,1.197984,0.7981769
1380,0.3609082,0.867156791,8.852066,1.19488,0.8232931
1384,0.3661695,0.863736663,8.726357,1.193857,0.8377665
1388,0.3692049,0.860299438,8.654652,1.214411,0.8489346
1392,0.3749655,0.856846513,8.520173,1.186112,0.861139
1396,0.3749185,0.853379275,8.521263,1.197335,0.8627703
1400,0.3829209,0.849899098,8.33782,1.179006,0.8821993
1404,0.3917511,0.846407345,8.139796,1.170245,0.9053388
1408,0.3962555,0.842905363,8.040494,1.169306,0.9179004
1412,0.3983533,0.839394487,7.994631,1.169818,0.9239844
1416,0.4008817,0.835876036,7.939675,1.177254,0.9328735
1420,0.4042712,0.832351314,7.866544,1.168625,0.9406367
1424,0.4103522,0.828821607,7.736864,1.177791,0.9603807
1428,0.4126208,0.825288188,7.688978,1.175702,0.9664897
1432,0.4183286,0.821752308,7.569647,1.16242,0.9797488
1436,0.4281784,0.818215202,7.367505,1.144316,1.003367
1440,0.4312728,0.814678086,7.304959,1.168879,1.019713
1444,0.4377075,0.811142157,7.17632,1.151019,1.033599
1448,0.4409655,0.807608591,7.111908,1.150141,1.043064
1452,0.4422922,0.804078543,7.085814,1.133566,1.041576
1456,0.4424477,0.80055315,7.082762,1.145762,1.046094
1460,0.4480077,0.797033523,6.974291,1.141245,1.061306
1464,0.4560321,0.793520756,6.820091,1.1295,1.081446
1468,0.4556704,0.790015915,6.826983,1.138516,1.083598
1472,0.4580198,0.786520049,6.782315,1.151725,1.095441
1476,0.4576165,0.783034178,6.789966,1.152049,1.094309
1480,0.4610347,0.779559303,6.725328,1.145905,1.102702
1484,0.4642108,0.776096397,6.665695,1.137214,1.109355
1488,0.4702209,0.772646413,6.553962,1.129819,1.125191
1492,0.4751905,0.769210274,6.462646,1.148439,1.147958
1496,0.4767582,0.765788882,6.434036,1.154312,1.155163
1500,0.4760881,0.762383113,6.446253,1.134145,1.145269
1504,0.4825923,0.758993815,6.328392,1.123785,1.161644
1508,0.4862693,0.755621814,6.262464,1.135498,1.178231
1512,0.4847177,0.752267906,6.290222,1.142578,1.176113
1516,0.4872083,0.748932865,6.245707,1.122298,1.175724
1520,0.4945218,0.745617434,6.116291,1.11665,1.196791
1524,0.5001683,0.742322333,6.017677,1.10748,1.210956
1528,0.5069042,0.739048254,5.901484,1.103897,1.23132
1532,0.5069028,0.735795862,5.901506,1.107447,1.233004
1536,0.5042487,0.732565797,5.947104,1.103921,1.222612
1540,0.5100214,0.72935867,5.848232,1.081067,1.230337
1544,0.5165663,0.726175065,5.737477,1.078459,1.250563
1548,0.5200801,0.723015542,5.678596,1.078522,1.262288
1552,0.5166363,0.71988063,5.736302,1.097927,1.260717
1556,0.5240933,0.716770834,5.611827,1.077646,1.275283
1560,0.5215948,0.713686632,5.653336,1.090668,1.273692
1564,0.5252136,0.710628473,5.593281,1.097336,1.289399
1568,0.5311722,0.707596783,5.495293,1.089286,1.305583
1572,0.5366902,0.704591957,5.405527,1.057747,1.30705
1576,0.5420321,0.701614368,5.3195,1.055036,1.323883
1580,0.5496584,0.69866436,5.198143,1.040558,1.341741
1584,0.5488183,0.695742251,5.211428,1.042164,1.339787
1588,0.5512939,0.692848333,5.172336,1.033558,1.343127
1592,0.5510226,0.689982875,5.176612,1.035203,1.343203
1596,0.5520617,0.687146116,5.160247,1.051781,1.357065
1600,0.556932,0.684338274,5.083956,1.044528,1.369913
1604,0.5618316,0.681559538,5.007877,1.019712,1.37149
1608,0.5642388,0.678810075,4.970741,1.012318,1.375176
1612,0.5684729,0.676090027,4.905804,1.020043,1.395602
1616,0.571508,0.673399512,4.859553,1.017216,1.404743
1620,0.5754567,0.670738622,4.799747,1.011994,1.415637
1624,0.5739185,0.668107429,4.822996,1.019117,1.414865
1628,0.5797187,0.665505978,4.735654,1.004299,1.425992
1632,0.5835428,0.662934294,4.678546,1.004658,1.440488
1636,0.5849406,0.660392378,4.657764,1.009892,1.449464
1640,0.5813416,0.65788021,4.711371,1.031298,1.450807
1644,0.5873042,0.655397747,4.622738,1.016396,1.463027
1648,0.5913714,0.652944926,4.562794,1.007994,1.472525
1652,0.5948074,0.650521661,4.512473,1.002366,1.481611
1656,0.60238,0.648127848,4.402589,0.9822087,1.495735
1660,0.6027479,0.645763361,4.397285,0.9766448,1.492847
1664,0.6009409,0.643428056,4.423365,0.9920866,1.497698
1668,0.6057139,0.641121769,4.354649,0.9912457,1.515797
1672,0.6085904,0.638844316,4.313499,0.9797204,1.5182
1676,0.6101533,0.636595496,4.291221,0.9790495,1.523876
1680,0.6107953,0.634375092,4.282087,0.9892266,1.534453
1684,0.6126738,0.632182866,4.255414,0.9841236,1.537975
1688,0.61567,0.630018565,4.21304,0.9799505,1.546732
1692,0.6170194,0.627881921,4.194025,0.9892655,1.559656
1696,0.6201873,0.625772647,4.149543,0.9810466,1.566024
1700,0.6232811,0.623690444,4.106321,0.9718331,1.571211
1704,0.6230837,0.621634996,4.109073,0.9776225,1.575162
1708,0.6259295,0.619605973,4.069491,0.9657205,1.57707
1712,0.6266609,0.617603031,4.059348,0.9593682,1.574746
1716,0.6316615,0.615625814,3.990312,0.9570867,1.593654
1720,0.6348658,0.613673951,3.946362,0.9614266,1.610936
1724,0.6344193,0.611747061,3.952472,0.9674577,1.614213
1728,0.6337494,0.60984475,3.961648,0.9584748,1.603653
1732,0.64237,0.607966613,3.844295,0.9496548,1.632824
1736,0.6407395,0.606112234,3.86637,0.9732777,1.646448
1740,0.6408922,0.604281187,3.8643,0.9643638,1.639383
1744,0.6465076,0.602473035,3.788527,0.9595772,1.659751
1748,0.6508232,0.600687335,3.730739,0.9504288,1.670663
1752,0.6544282,0.598923633,3.682759,0.9402896,1.67747
1756,0.6535896,0.597181466,3.693898,0.9480025,1.680826
1760,0.650237,0.595460365,3.738567,0.9716301,1.68706
1764,0.6530313,0.593759854,3.701319,0.9774592,1.704864
1768,0.6644952,0.59207945,3.550164,0.9393296,1.722547
1772,0.6589774,0.590418662,3.622589,0.9656237,1.721496
1776,0.6546112,0.588776997,3.680331,0.9802876,1.714587
1780,0.6623101,0.587153954,3.578773,0.9570394,1.729048
1784,0.666311,0.585549028,3.52646,0.9474326,1.738737
1788,0.6682932,0.58396171,3.500659,0.9492667,1.749828
1792,0.6639455,0.582391488,3.557352,0.9779332,1.755935
1796,0.6646154,0.580837846,3.548592,0.9694509,1.751333
1800,0.6671384,0.579300266,3.515682,0.9746332,1.768089
1804,0.6689173,0.577778225,3.492551,0.9838313,1.785087
1808,0.6694008,0.576271203,3.486275,0.9830658,1.786721
1812,0.672666,0.574778674,3.44401,0.9833958,1.802914
1816,0.661656,0.573300114,3.587356,1.002291,1.766888
1820,0.6587681,0.571834998,3.625348,1.036379,1.782436
1824,0.6610181,0.570382799,3.595733,1.029416,1.787329
1828,0.6599454,0.568942994,3.60984,1.02231,1.776126
1832,0.6656504,0.567515056,3.535076,1.003101,1.786716
1836,0.664696,0.566098465,3.547539,1.003545,1.782517
1840,0.6634474,0.564692697,3.56387,1.025447,1.795637
1844,0.6558153,0.563297233,3.664369,1.046325,1.776624
1848,0.6584568,0.561911556,3.629454,1.049297,1.791708
1852,0.6610018,0.560535152,3.595947,1.036805,1.793519
1856,0.6608601,0.559167509,3.59781,1.030187,1.787227
1860,0.6641003,0.557808119,3.555326,1.024295,1.797803
1864,0.6654672,0.556456479,3.537467,1.029999,1.809373
1868,0.6605279,0.555112087,3.602177,1.042657,1.796157
1872,0.6680053,0.55377445,3.504401,1.026996,1.819208
1876,0.6633665,0.552443075,3.564929,1.048152,1.814555
1880,0.6611256,0.551117478,3.59432,1.047769,1.803324
1884,0.6673333,0.549797178,3.513144,1.026684,1.815634
1888,0.6674359,0.5484817,3.511808,1.032413,1.821105
1892,0.6650335,0.547170576,3.54313,1.051342,1.825415
1896,0.6708364,0.545863345,3.467667,1.035956,1.841033
1900,0.6665483,0.544559549,3.523367,1.042532,1.825421
1904,0.6631789,0.54325874,3.567386,1.049814,1.815032
1908,0.6673346,0.541960477,3.513127,1.044045,1.830596
1912,0.6639585,0.540664323,3.557181,1.057217,1.825038
1916,0.6674479,0.539369852,3.511653,1.059908,1.844576
1920,0.6723964,0.538076644,3.447493,1.052042,1.862767
1924,0.6697847,0.536784288,3.481295,1.045487,1.844012
1928,0.6656293,0.535492379,3.535351,1.063157,1.838238
1932,0.6616761,0.534200523,3.587091,1.099342,1.847888
1936,0.6673545,0.532908331,3.512869,1.08494,1.86481
1940,0.6668426,0.531615427,3.519534,1.071684,1.851353
1944,0.6693731,0.530321439,3.486635,1.055785,1.85073
1948,0.6710091,0.529026007,3.465433,1.04265,1.847697
1952,0.6677837,0.52772878,3.507284,1.056782,1.843624
1956,0.6632597,0.526429415,3.566328,1.061874,1.825464
1960,0.67066,0.525127579,3.469953,1.033971,1.838426
1964,0.6674326,0.523822947,3.511852,1.047551,1.834067
1968,0.6640919,0.522515205,3.555436,1.076414,1.841515
1972,0.6677385,0.521204049,3.507872,1.06994,1.8544
1976,0.6733807,0.519889183,3.434787,1.054165,1.869581
1980,0.6787958,0.518570321,3.365217,1.027474,1.873779
1984,0.6796287,0.517247189,3.354565,1.054924,1.902383
1988,0.6767229,0.51591952,3.391783,1.070285,1.900534
1992,0.6734397,0.514587058,3.434026,1.059951,1.874835
1996,0.6737487,0.513249557,3.430041,1.068561,1.883731
2000,0.6781737,0.511906782,3.373181,1.045074,1.886215
2004,0.6785403,0.510558506,3.368486,1.054807,1.896626
2008,0.6863328,0.509204513,3.269304,1.054023,1.936934
2012,0.6831332,0.507844598,3.309892,1.073529,1.937011
2016,0.6792901,0.506478565,3.358895,1.079027,1.921389
2020,0.6812932,0.505106226,3.333319,1.064232,1.919207
2024,0.6868088,0.503727408,3.263283,1.048302,1.934354
2028,0.6871532,0.502341943,3.258929,1.048207,1.936107
2032,0.6897669,0.500949676,3.225952,1.043726,1.946071
2036,0.6907234,0.49955046,3.213916,1.043617,1.951131
2040,0.6927444,0.49814416,3.18854,1.050873,1.968736
2044,0.7003324,0.496730648,3.093915,1.022861,1.98439
2048,0.7045059,0.495309809,3.042307,1.016484,2.001597
2052,0.7000124,0.493881535,3.097885,1.031586,1.99093
2056,0.7036631,0.49244573,3.052705,1.025246,2.005348
2060,0.7085072,0.491002304,2.993114,1.017508,2.025371
2064,0.712854,0.489551181,2.939989,1.02045,2.053493
2068,0.7155534,0.48809229,2.907159,1.01634,2.065263
2072,0.7131327,0.486625574,2.936593,1.020907,2.055583
2076,0.7166598,0.48515098,2.893739,1.017921,2.073422
2080,0.7180666,0.483668469,2.876706,1.021133,2.085069
2084,0.7201827,0.482178007,2.851146,1.022419,2.099123
2088,0.7254531,0.480679573,2.787813,1.004787,2.113077
2092,0.7276651,0.47917315,2.761369,1.00262,2.124457
2096,0.7287909,0.477658733,2.747941,0.9994467,2.128087
2100,0.7302179,0.476136325,2.730951,1.000042,2.13764
2104,0.7288565,0.474605937,2.747159,1.013813,2.143694
2108,0.7308178,0.473067589,2.723818,1.013954,2.156206
2112,0.7327557,0.471521308,2.700816,1.01216,2.166627
2116,0.7362625,0.469967129,2.659347,1.007962,2.184682
2120,0.737616,0.468405096,2.643393,1.006034,2.191389
2124,0.7391369,0.466835261,2.625502,1.009249,2.20484
2128,0.7385293,0.465257681,2.632646,1.032378,2.22571
2132,0.742667,0.463672424,2.584117,1.020248,2.240291
2136,0.7430076,0.462079563,2.580135,1.024544,2.247258
2140,0.7447789,0.460479178,2.559452,1.020525,2.254877
2144,0.7468619,0.458871358,2.535194,1.024657,2.273663
2148,0.7469402,0.457256196,2.534283,1.032081,2.282335
2152,0.7476584,0.455633794,2.525935,1.036602,2.292246
2156,0.7482184,0.454004259,2.519432,1.047194,2.307658
2160,0.748509,0.452367706,2.516059,1.055991,2.319186
2164,0.7494329,0.450724255,2.505345,1.052674,2.322135
2168,0.7542898,0.449074031,2.449235,1.040603,2.343599
2172,0.7537747,0.447417167,2.455169,1.043313,2.342887
2176,0.7556442,0.4457538,2.433653,1.049286,2.363035
2180,0.7578881,0.444084074,2.407898,1.053589,2.384281
2184,0.755739,0.442408137,2.432564,1.064265,2.380189
2188,0.7591231,0.440726142,2.393756,1.046902,2.385973
2192,0.7609703,0.439038249,2.372646,1.057973,2.412168
2196,0.7625189,0.437344621,2.354988,1.050612,2.4156
2200,0.766812,0.435645425,2.306222,1.047394,2.444804
